what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616037
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616038
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616038
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616038
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616039
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616039
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616040
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616040
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616040
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616041
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616041
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616041
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616042
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616043
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616043
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616043
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616044
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616044
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616044
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616045
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616046
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616046
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616047
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616047
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616047
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616048
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616048
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616049
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616049
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616049
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616050
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616050
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616050
