what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346690913104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346690923078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346690925532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346691050460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346691058690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346691103142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346691108908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346693045648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346693047986
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346693051291
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1346693052204
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1346775417806
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1346775417807
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1346775417808
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1346775417906
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1346775417907
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1346775417918
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1346775417925
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1346775417929
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1346775417936
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1346775417937
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1346775418012
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1346775418013
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1346775418087
