what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616778
error,log,,,"Unhandled event loop exception",1343240616799
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616961
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616961
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616962
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616962
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616962
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616962
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616963
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616963
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616963
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616964
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616964
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616964
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616964
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616965
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616965
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616965
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616965
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616966
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616966
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616966
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616966
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616967
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616967
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616967
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616968
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616968
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616968
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616969
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616969
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616969
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616970
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616970
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616970
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616970
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616970
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616971
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616971
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616971
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616972
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616972
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616972
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616972
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616973
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616973
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616973
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616974
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616974
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616974
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616974
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616974
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616975
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616975
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616975
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616976
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616977
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616977
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616977
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616977
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616977
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616978
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616978
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616978
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616978
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616979
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616979
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616979
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616980
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616980
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616980
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240616981
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616981
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240616981
error,log,,,"Unhandled event loop exception",1343240617002
error,log,,,"Unhandled event loop exception",1343240617132
error,log,,,"An internal error occurred during: ""Decoration Calculation"".",1343240617151
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240617550
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617550
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617550
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240617550
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617550
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617551
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240617551
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617551
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617552
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240617552
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240617552
