what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607355
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607355
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607355
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607356
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607356
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607356
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607357
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607357
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607357
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607357
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607357
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607358
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607358
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607358
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607358
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607359
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607359
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607359
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607359
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607360
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607360
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607360
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607360
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607361
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607361
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607361
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607361
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607362
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607362
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607362
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607362
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607362
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607363
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607363
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607363
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607363
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607364
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607364
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607364
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607364
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607364
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607365
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607365
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607365
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607365
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607366
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607366
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607366
error,log,,,"Unhandled event loop exception",1343240607382
error,log,,,"Exception in org.eclipse.ui.internal.registry.UIExtensionTracker$2.doAdd: org.eclipse.core.runtime.InvalidRegistryObjectException: Invalid registry object",1343240607391
error,log,,,"Exception in org.eclipse.ui.internal.registry.UIExtensionTracker$2.doAdd: org.eclipse.core.runtime.InvalidRegistryObjectException: Invalid registry object",1343240607391
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607405
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607406
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607406
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607406
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607406
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607407
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1343240607407
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607407
error,log,,,"Failed to update callback: org.eclipse.ui.newWizard",1343240607407
